Class ID	Preferred Label	Synonyms	Definitions	Obsolete	CUI	Semantic Types	Parents	Citation	Created in	deprecation_candidate	deprecation_comment	Documentation	Example	File extension	has format	has function	has identifier	has input	has output	has topic	hasHumanReadableId	http://data.bioontology.org/metadata/prefixIRI	http://edamontology.org/comment_handle	http://edamontology.org/next_id	http://purl.obolibrary.org/obo/date	http://purl.obolibrary.org/obo/edam#data	http://purl.obolibrary.org/obo/edam#edam	http://purl.obolibrary.org/obo/edam#events	http://purl.obolibrary.org/obo/edam#formats	http://purl.obolibrary.org/obo/edam#identifiers	http://purl.obolibrary.org/obo/edam#obsolete	http://purl.obolibrary.org/obo/edam#operations	http://purl.obolibrary.org/obo/edam#placeholder	http://purl.obolibrary.org/obo/edam#topics	http://purl.obolibrary.org/obo/idspace	http://purl.obolibrary.org/obo/is_anti_symmetric	http://purl.obolibrary.org/obo/is_metadata_tag	http://purl.obolibrary.org/obo/is_reflexive	http://purl.obolibrary.org/obo/is_symmetric	http://purl.obolibrary.org/obo/namespace	http://purl.obolibrary.org/obo/remark	http://purl.obolibrary.org/obo/transitive_over	http://purl.org/dc/elements/1.1/contributor	http://purl.org/dc/elements/1.1/creator	http://purl.org/dc/elements/1.1/format	http://purl.org/dc/elements/1.1/title	http://usefulinc.com/ns/doap#Version	http://www.geneontology.org/formats/oboInOwl#comment	http://www.geneontology.org/formats/oboInOwl#consider	http://www.geneontology.org/formats/oboInOwl#hasAlternativeId	http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym	http://www.geneontology.org/formats/oboInOwl#hasDbXRef	http://www.geneontology.org/formats/oboInOwl#hasDbXref	http://www.geneontology.org/formats/oboInOwl#hasDefinition	http://www.geneontology.org/formats/oboInOwl#hasExactSynonym	http://www.geneontology.org/formats/oboInOwl#hasHumanReadableId	http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym	http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym	http://www.geneontology.org/formats/oboInOwl#hasSubset	http://www.geneontology.org/formats/oboInOwl#inSubset	http://www.geneontology.org/formats/oboInOwl#isCyclic	http://www.geneontology.org/formats/oboInOwl#replacedBy	http://www.geneontology.org/formats/oboInOwl#savedBy	http://www.geneontology.org/formats/oboInOwl#SubsetProperty	http://xmlns.com/foaf/0.1/page	Information standard	is format of	is function of	is identifier of	is input of	is output of	is topic of	isdebtag	Media type	notRecommendedForAnnotation	Obsolete since	Old parent	Old related	Ontology used	Organisation	refactor_candidate	refactor_comment	Regular expression	Repository	thematic_editor
http://edamontology.org/format_1740	iHOP format		The format of iHOP (Information Hyperlinked over Proteins) text-mining result.	FALSE			http://edamontology.org/format_2332|http://edamontology.org/format_2331|http://edamontology.org/format_2021		beta12orEarlier													format_1740																																The format of iHOP (Information Hyperlinked over Proteins) text-mining result.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1741	OSCAR format		"OSCAR format of annotated chemical text.|OSCAR (Open-Source Chemistry Analysis Routines) software performs chemistry-specific parsing of chemical documents. It attempts to identify chemical names, ontology concepts, and chemical data from a document."	FALSE			http://edamontology.org/format_2332|http://edamontology.org/format_3780|http://edamontology.org/format_2330	http://doi.org/10.1186/1758-2946-3-41	beta12orEarlier													format_1741																																OSCAR format of annotated chemical text.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1747	PDB atom record format		Format of an ATOM record (describing data for an individual atom) from a PDB file.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1747																											http://edamontology.org/format_1476					Format of an ATOM record (describing data for an individual atom) from a PDB file.						http://purl.obolibrary.org/obo/edam#obsolete																beta13									
http://edamontology.org/format_1760	CATH chain report format		"Format of CATH domain classification information for a polypeptide chain.|The report (for example http://www.cathdb.info/chain/1cukA) includes chain identifiers, domain identifiers and CATH codes for domains in a given protein chain."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1760																											http://edamontology.org/format_2331					Format of CATH domain classification information for a polypeptide chain.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1761	CATH PDB report format		"Format of CATH domain classification information for a protein PDB file.|The report (for example http://www.cathdb.info/pdb/1cuk) includes chain identifiers, domain identifiers and CATH codes for domains in a given PDB file."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1761																											http://edamontology.org/format_2331					Format of CATH domain classification information for a protein PDB file.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1782	NCBI gene report format		Entry (gene) format of the NCBI database.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1782																											http://edamontology.org/format_2331					Entry (gene) format of the NCBI database.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1808	GeneIlluminator gene report format		"Report format for biological functions associated with a gene name and its alternative names (synonyms, homonyms), as generated by the GeneIlluminator service.|This includes a gene name and abbreviation of the name which may be in a name space indicating the gene status and relevant organisation."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1808																											http://edamontology.org/format_2331				Moby:GI_Gene	"Report format for biological functions associated with a gene name and its alternative names (synonyms, homonyms), as generated by the GeneIlluminator service."						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1809	BacMap gene card format		Format of a report on the DNA and protein sequences for a given gene label from a bacterial chromosome maps from the BacMap database.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1809																											http://edamontology.org/format_2331				Moby:BacMapGeneCard	Format of a report on the DNA and protein sequences for a given gene label from a bacterial chromosome maps from the BacMap database.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1810	ColiCard report format		"Format of a report on Escherichia coli genes, proteins and molecules from the CyberCell Database (CCDB)."	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1810																											http://edamontology.org/format_2331					"Format of a report on Escherichia coli genes, proteins and molecules from the CyberCell Database (CCDB)."						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1861	PlasMapper TextMap		Map of a plasmid (circular DNA) in PlasMapper TextMap format.	FALSE			http://edamontology.org/format_2060|http://edamontology.org/format_2330		beta12orEarlier													format_1861																																Map of a plasmid (circular DNA) in PlasMapper TextMap format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1910	newick	nh	Phylogenetic tree Newick (text) format.	FALSE			http://edamontology.org/format_2556|http://edamontology.org/format_2330		beta12orEarlier													format_1910																																Phylogenetic tree Newick (text) format.	nh					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1911	TreeCon format		Phylogenetic tree TreeCon (text) format.	FALSE			http://edamontology.org/format_2556|http://edamontology.org/format_2330		beta12orEarlier													format_1911																																Phylogenetic tree TreeCon (text) format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1912	Nexus format		Phylogenetic tree Nexus (text) format.	FALSE			http://edamontology.org/format_2556|http://edamontology.org/format_2330		beta12orEarlier													format_1912																																Phylogenetic tree Nexus (text) format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1915	Format	Data model|Exchange format|Data format|File format	"A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.|The main focus in EDAM lies on formats as means of structuring data exchanged between different tools or resources. The serialisation, compression, or encoding of concrete data formats/models is not in scope of EDAM. Format 'is format of' Data."	FALSE			http://www.w3.org/2002/07/owl#Thing		beta12orEarlier													format_1915																													Data model			"A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere."	Exchange format|Data format		File format			http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats															TRUE										
http://edamontology.org/format_1918	Atomic data format		Data format for an individual atom.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1918																											http://edamontology.org/format_1475					Data format for an individual atom.						http://purl.obolibrary.org/obo/edam#obsolete																beta13									
http://edamontology.org/format_1919	Sequence record format		Data format for a molecular sequence record.	FALSE			http://edamontology.org/format_2350		beta12orEarlier													format_1919																																Data format for a molecular sequence record.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats															TRUE										
http://edamontology.org/format_1920	Sequence feature annotation format		Data format for molecular sequence feature information.	FALSE			http://edamontology.org/format_2350		beta12orEarlier													format_1920																																Data format for molecular sequence feature information.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats															TRUE										
http://edamontology.org/format_1921	Alignment format		Data format for molecular sequence alignment information.	FALSE			http://edamontology.org/format_2350		beta12orEarlier													format_1921																																Data format for molecular sequence alignment information.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats															TRUE										
http://edamontology.org/format_1923	acedb		ACEDB sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1923																																ACEDB sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1924	clustal sequence format		Clustalw output format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1924																											http://edamontology.org/format_1982					Clustalw output format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1925	codata		Codata entry format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1925																																Codata entry format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1926	dbid		Fasta format variant with database name before ID.	FALSE			http://edamontology.org/format_2200		beta12orEarlier													format_1926																																Fasta format variant with database name before ID.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1927	EMBL format	EMBL|EMBL sequence format	EMBL entry format.	FALSE			http://edamontology.org/format_2181|http://edamontology.org/format_2206		beta12orEarlier													format_1927																																EMBL entry format.	EMBL|EMBL sequence format					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1928	Staden experiment format		Staden experiment file format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1928																																Staden experiment file format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1929	FASTA	FASTA sequence format|FASTA format	FASTA format including NCBI-style IDs.	FALSE			http://edamontology.org/format_2200|http://edamontology.org/format_2554		beta12orEarlier													format_1929																																FASTA format including NCBI-style IDs.	FASTA sequence format|FASTA format					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1930	FASTQ	FASTAQ|fq	FASTQ short read format ignoring quality scores.	FALSE			http://edamontology.org/format_2182		beta12orEarlier					fq|fastq								format_1930																																FASTQ short read format ignoring quality scores.	FASTAQ|fq					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1931	FASTQ-illumina		FASTQ Illumina 1.3 short read format.	FALSE			http://edamontology.org/format_2182		beta12orEarlier													format_1931																																FASTQ Illumina 1.3 short read format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1932	FASTQ-sanger		FASTQ short read format with phred quality.	FALSE			http://edamontology.org/format_2182		beta12orEarlier													format_1932																																FASTQ short read format with phred quality.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1933	FASTQ-solexa		FASTQ Solexa/Illumina 1.0 short read format.	FALSE			http://edamontology.org/format_2182		beta12orEarlier													format_1933																																FASTQ Solexa/Illumina 1.0 short read format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1934	fitch program		Fitch program format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1934																																Fitch program format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1935	GCG	GCG SSF	GCG sequence file format.|GCG SSF (single sequence file) file format.	FALSE			http://edamontology.org/format_3486|http://edamontology.org/format_2330		beta12orEarlier													format_1935																																GCG sequence file format.	GCG SSF					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1936	GenBank format	GenBank	Genbank entry format.	FALSE			http://edamontology.org/format_2205|http://edamontology.org/format_2206		beta12orEarlier													format_1936																																Genbank entry format.	GenBank					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1937	genpept		Genpept protein entry format.|Currently identical to refseqp format	FALSE			http://edamontology.org/format_2205		beta12orEarlier													format_1937																																Genpept protein entry format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1938	GFF2-seq		GFF feature file format with sequence in the header.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_1974		beta12orEarlier													format_1938																																GFF feature file format with sequence in the header.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1939	GFF3-seq		GFF3 feature file format with sequence.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_1975		beta12orEarlier													format_1939																																GFF3 feature file format with sequence.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1940	giFASTA format		FASTA sequence format including NCBI-style GIs.	FALSE			http://edamontology.org/format_2200		beta12orEarlier													format_1940																																FASTA sequence format including NCBI-style GIs.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1941	hennig86		Hennig86 output sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1941																																Hennig86 output sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1942	ig		Intelligenetics sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1942																																Intelligenetics sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1943	igstrict		Intelligenetics sequence format (strict version).	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1943																																Intelligenetics sequence format (strict version).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1944	jackknifer		Jackknifer interleaved and non-interleaved sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1944																																Jackknifer interleaved and non-interleaved sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1945	mase format		Mase program sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1945																																Mase program sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1946	mega-seq		Mega interleaved and non-interleaved sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1946																																Mega interleaved and non-interleaved sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1947	GCG MSF		GCG MSF (multiple sequence file) file format.	FALSE			http://edamontology.org/format_3486		beta12orEarlier													format_1947																																GCG MSF (multiple sequence file) file format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1948	nbrf/pir	nbrf|pir	NBRF/PIR entry sequence format.	FALSE			http://edamontology.org/format_2330		beta12orEarlier													format_1948																																NBRF/PIR entry sequence format.	nbrf|pir					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1949	nexus-seq		Nexus/paup interleaved sequence format.	FALSE			http://edamontology.org/format_2554|http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1949																																Nexus/paup interleaved sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1950	pdbatom		PDB sequence format (ATOM lines).|pdb format in EMBOSS.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_1475|http://edamontology.org/format_2330		beta12orEarlier													format_1950																																PDB sequence format (ATOM lines).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1951	pdbatomnuc		PDB nucleotide sequence format (ATOM lines).|pdbnuc format in EMBOSS.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_1475|http://edamontology.org/format_2330		beta12orEarlier													format_1951																																PDB nucleotide sequence format (ATOM lines).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1952	pdbseqresnuc		PDB nucleotide sequence format (SEQRES lines).|pdbnucseq format in EMBOSS.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_1475|http://edamontology.org/format_2330		beta12orEarlier													format_1952																																PDB nucleotide sequence format (SEQRES lines).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1953	pdbseqres		PDB sequence format (SEQRES lines).|pdbseq format in EMBOSS.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_1475|http://edamontology.org/format_2330		beta12orEarlier													format_1953																																PDB sequence format (SEQRES lines).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1954	Pearson format		Plain old FASTA sequence format (unspecified format for IDs).	FALSE			http://edamontology.org/format_2200		beta12orEarlier													format_1954																																Plain old FASTA sequence format (unspecified format for IDs).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1955	phylip sequence format		Phylip interleaved sequence format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1955																											http://edamontology.org/format_1997					Phylip interleaved sequence format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1956	phylipnon sequence format		PHYLIP non-interleaved sequence format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1956																											http://edamontology.org/format_1998					PHYLIP non-interleaved sequence format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1957	raw		Raw sequence format with no non-sequence characters.	FALSE			http://edamontology.org/format_2571|http://edamontology.org/format_2330		beta12orEarlier													format_1957																																Raw sequence format with no non-sequence characters.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1958	refseqp		Refseq protein entry sequence format.|Currently identical to genpept format	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1958																																Refseq protein entry sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1959	selex sequence format		Selex sequence format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1959																											http://edamontology.org/format_2000					Selex sequence format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1960	Staden format		Staden suite sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier			http://www.compbio.ox.ac.uk/bioinformatics_faq/format_examples.shtml#staden|http://www.bio.net/bionet/mm/bio-soft/1991-October/003063.html										format_1960																															http://www.compbio.ox.ac.uk/bioinformatics_faq/format_examples.shtml#staden|http://www.bio.net/bionet/mm/bio-soft/1991-October/003063.html	Staden suite sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1961	Stockholm format		Stockholm multiple sequence alignment format (used by Pfam and Rfam).	FALSE			http://edamontology.org/format_2554|http://edamontology.org/format_2330		beta12orEarlier			http://en.wikipedia.org/wiki/Stockholm_format										format_1961																															http://en.wikipedia.org/wiki/Stockholm_format	Stockholm multiple sequence alignment format (used by Pfam and Rfam).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1962	strider format		DNA strider output sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1962																																DNA strider output sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1963	UniProtKB format	SwissProt format|UniProt format	UniProtKB entry sequence format.	FALSE			http://edamontology.org/format_2187		beta12orEarlier													format_1963																																UniProtKB entry sequence format.	SwissProt format|UniProt format					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1964	plain text format (unformatted)		Plain text sequence format (essentially unformatted).	FALSE			http://edamontology.org/format_2330		beta12orEarlier													format_1964																																Plain text sequence format (essentially unformatted).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1965	treecon sequence format		Treecon output sequence format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1965																											http://edamontology.org/format_2005					Treecon output sequence format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1966	ASN.1 sequence format		NCBI ASN.1-based sequence format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1966																																NCBI ASN.1-based sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1967	DAS format	das sequence format	DAS sequence (XML) format (any type).	FALSE			http://edamontology.org/format_2552|http://edamontology.org/format_2332		beta12orEarlier													format_1967																																DAS sequence (XML) format (any type).	das sequence format					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1968	dasdna		DAS sequence (XML) format (nucleotide-only).|The use of this format is deprecated.	FALSE			http://edamontology.org/format_2552|http://edamontology.org/format_2332		beta12orEarlier													format_1968																																DAS sequence (XML) format (nucleotide-only).						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1969	debug-seq		EMBOSS debugging trace sequence format of full internal data content.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1969																																EMBOSS debugging trace sequence format of full internal data content.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1970	jackknifernon		Jackknifer output sequence non-interleaved format.	FALSE			http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1970																																Jackknifer output sequence non-interleaved format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1971	meganon sequence format		Mega non-interleaved output sequence format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1971																											http://edamontology.org/format_1992					Mega non-interleaved output sequence format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1972	NCBI format		NCBI FASTA sequence format with NCBI-style IDs.|There are several variants of this.	FALSE			http://edamontology.org/format_2200		beta12orEarlier													format_1972																																NCBI FASTA sequence format with NCBI-style IDs.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1973	nexusnon		Nexus/paup non-interleaved sequence format.	FALSE			http://edamontology.org/format_2554|http://edamontology.org/format_2551|http://edamontology.org/format_2330		beta12orEarlier													format_1973																																Nexus/paup non-interleaved sequence format.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1974	GFF2		General Feature Format (GFF) of sequence features.	FALSE			http://edamontology.org/format_2305		beta12orEarlier			http://www.sanger.ac.uk/resources/software/gff/spec.html										format_1974																															http://www.sanger.ac.uk/resources/software/gff/spec.html	General Feature Format (GFF) of sequence features.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1975	GFF3		Generic Feature Format version 3 (GFF3) of sequence features.	FALSE			http://edamontology.org/format_2305		beta12orEarlier			https://github.com/The-Sequence-Ontology/Specifications/blob/master/gff3.md										format_1975																															https://github.com/The-Sequence-Ontology/Specifications/blob/master/gff3.md	Generic Feature Format version 3 (GFF3) of sequence features.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																			http://www.sequenceontology.org/						
http://edamontology.org/format_1976	pir		PIR feature format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1976																																PIR feature format.						http://purl.obolibrary.org/obo/edam#obsolete		http://edamontology.org/format_1948														1.7									
http://edamontology.org/format_1977	swiss feature		Swiss-Prot feature format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1977																											http://edamontology.org/format_1963					Swiss-Prot feature format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1978	DASGFF	DASGFF feature|das feature	DAS GFF (XML) feature format.	FALSE			http://edamontology.org/format_2332|http://edamontology.org/format_2553		beta12orEarlier													format_1978																																DAS GFF (XML) feature format.	DASGFF feature|das feature					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1979	debug-feat		EMBOSS debugging trace feature format of full internal data content.	FALSE			http://edamontology.org/format_1920|http://edamontology.org/format_2330		beta12orEarlier													format_1979																																EMBOSS debugging trace feature format of full internal data content.						http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
http://edamontology.org/format_1980	EMBL feature		EMBL feature format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1980																											http://edamontology.org/format_1927					EMBL feature format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1981	GenBank feature		Genbank feature format.	TRUE			http://www.w3.org/2002/07/owl#DeprecatedClass		beta12orEarlier													format_1981																											http://edamontology.org/format_1936					Genbank feature format.						http://purl.obolibrary.org/obo/edam#obsolete																beta12orEarlier									
http://edamontology.org/format_1982	ClustalW format	clustal	ClustalW format for (aligned) sequences.	FALSE			http://edamontology.org/format_2554|http://edamontology.org/format_2330		beta12orEarlier													format_1982																																ClustalW format for (aligned) sequences.	clustal					http://purl.obolibrary.org/obo/edam#edam|http://purl.obolibrary.org/obo/edam#formats																									
